Hakusana	Homonymia	Sanaluokka	Taivutustiedot
pornotähti		substantiivi	
pornovideo		substantiivi	
poro	1	substantiivi	1
poro	2	substantiivi	1
poroaita		substantiivi	
poroaitaus		substantiivi	
poroelo		substantiivi	
poroerotus		substantiivi	
porohärkä		substantiivi	
poroinen		adjektiivi	38
poroisäntä		substantiivi	
porokanta		substantiivi	
porokarja		substantiivi	
porokoira		substantiivi	
porokolari		substantiivi	
porokuninkuusajo		substantiivi	
porolappalainen		adjektiivi, substantiivi	
porolauma		substantiivi	
poromerkki		substantiivi	
poromies		substantiivi	
poronhoito		substantiivi	
poronhoitoalue		substantiivi	
poronhoitopiiri		substantiivi	
poronjuusto		substantiivi	
poronjäkälä		substantiivi	
poronkieli		substantiivi	
poronkusema		substantiivi	10
poronkäristys		substantiivi	
poronliha		substantiivi	
poronluu		substantiivi	
poronpaisti		substantiivi	
poronsarvi		substantiivi	
poropaliskunta		substantiivi	
poropeukalo		substantiivi	
poroporvari		substantiivi	
poroporvarillinen		adjektiivi	
poroporvarillisuus		substantiivi	
pororaito		substantiivi	
pororeki		substantiivi	
porosaamelainen		adjektiivi, substantiivi	
porotalous		substantiivi	
porotila		substantiivi	
porotokka		substantiivi	10*A
porottaa		verbi	53*C
porotus		substantiivi	39
porovahinko		substantiivi	
porovaljakko		substantiivi	
porras		substantiivi	41*K
porrasaskelma		substantiivi	
porraselementti		substantiivi	
porrashissi		substantiivi	
porrashuone		substantiivi	
porraskaide		substantiivi	
porraskivi		substantiivi	
porraskäytävä		substantiivi	
porrasperä		substantiivi	
porrasperäinen		adjektiivi	
porraspääty		substantiivi	
porrassyöksy		substantiivi	
porrastaa		verbi	53
porrastasanne		substantiivi	
porrasteinen		adjektiivi	38
porrasteisesti		adverbi	99
porrasteisuus		substantiivi	40
porrastua		verbi	52
porrastus		substantiivi	39
porrasvalo		substantiivi	
porsaanfile		substantiivi	
porsaanfilee		substantiivi	
porsaankyljys		substantiivi	
porsaanliha		substantiivi	
porsaanpaisti		substantiivi	
porsaanreikä		substantiivi	
porsas		substantiivi	41
porsaskarsina		substantiivi	
porsasmainen		adjektiivi	38
porsasmaisesti		adverbi	99
porsastella		verbi	67
porsastelu		substantiivi	2
porsia		verbi	61
porsittaa		verbi	53*C
porsitus		substantiivi	39
porskutella		verbi	67*C
porskuttaa		verbi	53*C
porstua		substantiivi	12
portaali		substantiivi	6
portaalinosturi		substantiivi	
portaat		substantiivi	
portaaton		adjektiivi	34*C
portaattomasti		adverbi	99
portaikko		substantiivi	4*A
‑portainen		adjektiivi	38
portaittain		adverbi	99
portaittainen		adjektiivi	38
portaittaisesti		adverbi	99
portfolio		substantiivi	3
portieeri		substantiivi	5
portimo		substantiivi	2
portinpieli		substantiivi	
portinvartija		substantiivi	
portlandsementti		substantiivi	
port salut		substantiivi	22
portsari		substantiivi	6
portsariraha		substantiivi	
portteri		substantiivi	6
portti		substantiivi	5*C
porttiholvi		substantiivi	
porttikielto		substantiivi	
porttikonki		substantiivi	
porttikäytävä		substantiivi	
porttilaskimo		substantiivi	
porttirahastus		substantiivi	
porttitarkastus		substantiivi	
porttiteoria		substantiivi	
porttivahti		substantiivi	
portto		substantiivi	1*C
porttola		substantiivi	12
portugali		substantiivi	5
portugalilainen		adjektiivi, substantiivi	38
portugalin kieli			
portviini		substantiivi	5
poru		substantiivi	1
porukka		substantiivi	14*A
porukoida		verbi	62
porvari		substantiivi	6
porvarillinen		adjektiivi	38
porvarillisesti		adverbi	99
porvarillistaa		verbi	53
porvarillistua		verbi	52
porvarillisuus		substantiivi	40
porvaripuolue		substantiivi	
porvaris‑			
porvariskoti		substantiivi	
porvarismi		substantiivi	5
porvarisnainen		substantiivi	
porvarissääty		substantiivi	
porvaristo		substantiivi	1
posahdus		substantiivi	39
posahtaa		verbi	53*F
posaus		substantiivi	39
posauttaa		verbi	53*C
pose		substantiivi	8
poseerata		verbi	73
poseeraus		substantiivi	39
posetiivari		substantiivi	6
posetiivi		substantiivi	5
positiivi		substantiivi	5
positiivikuva		substantiivi	
positiivinen		adjektiivi	38
positiivisesti		adverbi	99
positiivisuus		substantiivi	40
positio		substantiivi	3
positivismi		substantiivi	5
positivisti		substantiivi	5
positivistinen		adjektiivi	38
positroni		substantiivi	5
poskarit		substantiivi	6
posketon		adjektiivi, substantiivi	34*C
poskettomasti		adverbi	99
poski		substantiivi	7
poskihammas		substantiivi	
poskilihas		substantiivi	
poskiluu		substantiivi	
‑poskinen		adjektiivi	38
poskiontelo		substantiivi	
poskiontelontulehdus		substantiivi	
poskiontelotulehdus		substantiivi	
poskiparta		substantiivi	
poskipuna		substantiivi	
poskipää		substantiivi	
poskisavut		substantiivi	
poskisolisti		substantiivi	
poskisuudelma		substantiivi	
poskivalssi		substantiivi	5
posliini		substantiivi	6
posliiniastia		substantiivi	
posliiniastiasto		substantiivi	
posliinikauppa		substantiivi	
posliinikukka		substantiivi	
posliinikuppi		substantiivi	
posliinilaatta		substantiivi	
posliinilautanen		substantiivi	
posliinimaalaus		substantiivi	39
posliininen		adjektiivi	38
posliininmaalaus		substantiivi	39
posliininukke		substantiivi	
posliinisavi		substantiivi	
posliinitehdas		substantiivi	
posmittaa		verbi	53*C
posottaa		verbi	53*C
posse		substantiivi	8
possessiivinen		adjektiivi	38
possessiivipronomini		substantiivi	
possessiivisuffiksi		substantiivi	
possu		substantiivi	1
possunliha		substantiivi	
postata		verbi	73
postaus		substantiivi	39
postdoc		substantiivi	5
posteljooni		substantiivi	5
poste restante		adverbi, substantiivi	8
poste restante ‑lähetys		substantiivi	
posteri		substantiivi	6
posteriesitelmä		substantiivi	
posti	1	substantiivi	5
posti	2	substantiivi	5
posti	3	substantiivi	5
postiauto		substantiivi	
postiennakko		substantiivi	
postiennakkolähetys		substantiivi	
postihaastattelu		substantiivi	
postiinjättö		substantiivi	
postikeskus		substantiivi	
postikirje		substantiivi	
postikonttori		substantiivi	
postikortti		substantiivi	
postikulut		substantiivi	
postikysely		substantiivi	
postilaatikko		substantiivi	
postilaatikkoyhtiö		substantiivi	
postilaitos		substantiivi	
postileima		substantiivi	
postilento		substantiivi	1*J
postiliikenne		substantiivi	
postiljooni		substantiivi	5
postilla		substantiivi	13
postilokerikko		substantiivi	
postilokero		substantiivi	
postilokero-osoite		substantiivi	
postiluukku		substantiivi	
postilähetys		substantiivi	
postimainonta		substantiivi	
postimaksu		substantiivi	
postimaksuautomaatti		substantiivi	
postimaksukone		substantiivi	
postimaksuleima		substantiivi	
postimaksulipuke		substantiivi	
postimerkittää		verbi	53*C
postimerkkeilijä		substantiivi	12
postimerkkeillä		verbi	67
postimerkkeily		substantiivi	2
postimerkki		substantiivi	
postimerkkiautomaatti		substantiivi	
postimerkkihuutokauppa		substantiivi	
postimerkkikansio		substantiivi	
postimerkkikokoelma		substantiivi	
postimerkkinäyttely		substantiivi	
postimestari		substantiivi	
postimies		substantiivi	
postimyynti		substantiivi	
postimyyntiliike		substantiivi	
postimyyntiluettelo		substantiivi	
postinjakaja		substantiivi	
postinjakelu		substantiivi	
postinjakeluverkko		substantiivi	
postinjättölaatikko		substantiivi	
postinjättöpaikka		substantiivi	
postinkantaja		substantiivi	
postinkanto		substantiivi	1*J
postinkuljetus		substantiivi	
postinkulku		substantiivi	
postinkäsittely		substantiivi	
postinlajittelukeskus		substantiivi	
postinumero		substantiivi	
postiosoite		substantiivi	
postiosoitus		substantiivi	
postipaketti		substantiivi	
postipalvelu		substantiivi	
postipalveluauto		substantiivi	
postipalveluvene		substantiivi	
postiryöstö		substantiivi	
postisiirto		substantiivi	
postite		substantiivi	48*C
postitoimi		substantiivi	
postitoimipaikka		substantiivi	
postitoimisto		substantiivi	
postitorvi		substantiivi	
postitse		adverbi	99
postittaa		verbi	53*C
postitus		substantiivi	39
postituslista		substantiivi	
postivaunu		substantiivi	
postivirkailija		substantiivi	
postivirkamies		substantiivi	
postiäänestys		substantiivi	
postiääni		substantiivi	
postmenopaussi		substantiivi	
postmoderni		adjektiivi	
postmodernismi		substantiivi	
postmodernistinen		adjektiivi	
postpositio		substantiivi	3
postulaatti		substantiivi	5*C
postuloida		verbi	62
postuumi		adjektiivi	6
postuumisti		adverbi	99
potaatti		substantiivi	5*C
potaska		substantiivi	13
potea		verbi	58*F
potensoida		verbi	62
potensoitua		verbi	52*F
potenssi		substantiivi	5
potenssilääke		substantiivi	
potentiaali		substantiivi	5
potentiaalienergia		substantiivi	
potentiaaliero		substantiivi	
potentiaalinen		adjektiivi	38
potentiaalisesti		adverbi	99
potentiometri		substantiivi	5
potentti		adjektiivi	5*C
potero		substantiivi	2
potilaisto		substantiivi	1
potilas		substantiivi	41
potilasasiakirja		substantiivi	
potilasasiamies		substantiivi	
potilashotelli		substantiivi	
potilashuone		substantiivi	
potilasjärjestö		substantiivi	
potilaskertomus		substantiivi	
potilasohje		substantiivi	
potilaspaikka		substantiivi	
potilastieto		substantiivi	
potilasturvallisuus		substantiivi	
potilasvahinko		substantiivi	
potilasvahinkolautakunta		substantiivi	
potilasyhdistys		substantiivi	
potka		substantiivi	10
potkaista		verbi	66
potkaisu		substantiivi	2
potkaus		substantiivi	39
potkia		verbi	61
potkiaiset		substantiivi	38
potkija		substantiivi	12
potkiskella		verbi	67
potku	1	substantiivi	1
potku	2	substantiivi	1
potkuhousut		substantiivi	
‑potkuinen		adjektiivi	38
potkukelkka		substantiivi	
potkulauta		substantiivi	
potkunyrkkeilijä		substantiivi	
potkunyrkkeily		substantiivi	
potkupallo		substantiivi	
potkupuku		substantiivi	
potkupyörä		substantiivi	
potkuri		substantiivi	6
potkurikone		substantiivi	
potkurinakseli		substantiivi	
‑potkurinen		adjektiivi	38
potkuriturbiini		substantiivi	
potkuriturbiinikone		substantiivi	
potpuri		substantiivi	6
potra		adjektiivi	10
potretti		substantiivi	5*C
potta		substantiivi	10*C
pottatuoli		substantiivi	
potti	1	substantiivi	5*C
potti	2	substantiivi	5*C
pottitaimi		substantiivi	
pottu	1	substantiivi	1*C
pottu	2	substantiivi	1*C
pottuilla		verbi	67
pottuilu		substantiivi	2
pottumainen		adjektiivi	38
pottumaisesti		adverbi	99
pottunokka		substantiivi	
pottuuntua		verbi	52*J
potuttaa		verbi	53*C
poukahdella		verbi	67*F
poukahdus		substantiivi	39
poukahtaa		verbi	53*F
poukahtelu		substantiivi	2
poukama		substantiivi	10
poukata		verbi	73*A
poukauttaa		verbi	53*C
poukkaus		substantiivi	39
poukkoilla		verbi	67
poukkoilu		substantiivi	2
poukota		verbi	74*A
pouta		substantiivi	10*F
poutaantua		verbi	52*J
poutailma		substantiivi	
poutainen		adjektiivi	38
poutajakso		substantiivi	
poutapilvi		substantiivi	
poutapäivä		substantiivi	
poutasää		substantiivi	
poutataivas		substantiivi	
poutia		verbi	61*F
povaaja		substantiivi	10
povailla		verbi	67
povari	1	substantiivi	6
povari	2	substantiivi	6
povata		verbi	73
povaus		substantiivi	39
povauttaa		verbi	53*C
povekas		adjektiivi	41*A
poveton		adjektiivi	34*C
povi		substantiivi	7
povikuningatar		substantiivi	
‑povinen		adjektiivi	38
povipommi		substantiivi	5
povitasku		substantiivi	
PR		substantiivi	10
praasniekka		substantiivi	9*A
pragmaatikko		substantiivi	1*A
pragmaattinen		adjektiivi	38
pragmaattisesti		adverbi	99
pragmaattisuus		substantiivi	40
pragmatiikka		substantiivi	9*A
pragmatismi		substantiivi	5
pragmatisti		substantiivi	5
prakata		verbi	73
praksis		substantiivi	39
praktiikka		substantiivi	14*A
praktikko		substantiivi	1*A
praktikoida		verbi	62
praktikumi		substantiivi	5
praktikumkurssi		substantiivi	
praktinen		adjektiivi	38
praktisoida		verbi	62
praliini		substantiivi	6
pramea		adjektiivi	15
prameasti		adverbi	99
prameilla		verbi	67
prameilu		substantiivi	2
prameus		substantiivi	40
predestinaatio		substantiivi	3
predestinaatio-oppi		substantiivi	
predestinoida		verbi	62
predestinoitua		verbi	52*F
predikaatintäyte		substantiivi	
predikaatti		substantiivi	5*C
predikaattiosa		substantiivi	
predikatiivi		substantiivi	5
predikatiiviadverbiaali		substantiivi	
pre-eklampsia		substantiivi	12
preemio		substantiivi	3
preeria		substantiivi	12
preeriasusi		substantiivi	
preesens		substantiivi	5
prefekti		substantiivi	5
preferenssi		substantiivi	5
prefiksi		substantiivi	5
prejudikaatti		substantiivi	5*C
prekaari		substantiivi, adjektiivi	5
prekambrinen		adjektiivi	38
prekariaatti		substantiivi	5*C
prelaatti		substantiivi	5*C
preliminääri		substantiivi	5
preliminäärikoe		substantiivi	
preludi		substantiivi	5
premissi		substantiivi	5
prenataalinen		adjektiivi	38
prenikka		substantiivi	14*A
prepaid		adjektiivi, substantiivi	5
preparaatti		substantiivi	5*C
preparaattori		substantiivi	6
preparoida		verbi	62
preparointi		substantiivi	5*J
prepata		verbi	73*B
prepositio		substantiivi	3
preppaus		substantiivi	39
preppauskurssi		substantiivi	
presbyteeri		substantiivi	5
presbyteeriläinen		substantiivi	38
presbyteerinen		adjektiivi	38
presbyteriaani		substantiivi	5
presentaatio		substantiivi	3
presentoida		verbi	62
presidentinlinna		substantiivi	
presidentinpalmu		substantiivi	
presidentinvaali		substantiivi	
presidentinvirka		substantiivi	
presidentti		substantiivi	5*C
presidenttiehdokas		substantiivi	
presidenttikausi		substantiivi	
presidenttipari		substantiivi	5
presidenttipeli		substantiivi	
presidenttiys		substantiivi	40
presidiumi		substantiivi	5
presiis		adverbi	99
presisoida		verbi	62
presisointi		substantiivi	5*J
pressa		substantiivi	9
pressi		substantiivi	5
pressikeskus		substantiivi	
pressikortti		substantiivi	
pressopannu		substantiivi	
pressu		substantiivi	1
prestiisi		substantiivi	5
presto		adverbi	99
preteriti		substantiivi	5
preussi		substantiivi	5
preussilainen		adjektiivi, substantiivi	38
preussilaisuus		substantiivi	40
preussinsininen		adjektiivi	
prevalenssi		substantiivi	5
preventiivinen		adjektiivi	38
preventio		substantiivi	3
priima		adjektiivi	9
priimakunto		substantiivi	
priimalaatu		substantiivi	
priimas		substantiivi	39
priimatavara		substantiivi	
priimi		substantiivi	5
priimus		substantiivi	39
priimusmaisteri		substantiivi	
priimustohtori		substantiivi	
prikaati		substantiivi	5
prikaatikenraali		substantiivi	
prikaatinkomentaja		substantiivi	
priki		substantiivi	5
prikka		substantiivi	9*A
prikku		substantiivi	1*A
prikulleen		adverbi	99
prillit		substantiivi	5
primaari		adjektiivi	5
primaariaineisto		substantiivi	
primaarikasvain		substantiivi	
primaarikäämi		substantiivi	
primaarilähde		substantiivi	
primaarinen		adjektiivi	38
primaarisesti		adverbi	99
primaaristi		adverbi	99
primaarisuus		substantiivi	40
primaarius		substantiivi	40
primaarivaste		substantiivi	
prima ballerina		substantiivi	
primadonna		substantiivi	10
prima vista		adverbi	9
primekorko		substantiivi	
prime time		substantiivi	(8)
primitiivinen		adjektiivi	38
primitiivireaktio		substantiivi	
primitiivisesti		adverbi	99
primitiivisyys		substantiivi	40
primitivismi		substantiivi	5
primitivisti		substantiivi	5
primus motor		substantiivi	5
primääri		adjektiivi	5
primäärinen		adjektiivi	38
prinkkala		substantiivi	(12)
prinsessa		substantiivi	13
prinsessalinja		substantiivi	
prinsessalinjainen		adjektiivi	
prinsiippi		substantiivi	5*B
prinssi		substantiivi	5
prinssimakkara		substantiivi	
prinssinakki		substantiivi	5*A
prinssipuoliso		substantiivi	
printata		verbi	73*C
printtaus		substantiivi	39
printteri		substantiivi	6
printti		substantiivi	5*C
printtilehti		substantiivi	
printtiliuska		substantiivi	
printtimedia		substantiivi	
prioni		substantiivi	6
priorisoida		verbi	62
priorisointi		substantiivi	5*J
prioriteetti		substantiivi	5*C
prisma		substantiivi	9
prismakiikari		substantiivi	
privaatisti		adverbi	99
privaatti		adjektiivi	5*C
privatisoida		verbi	62
privatisoitua		verbi	52*F
privilegi		substantiivi	5
privilegio		substantiivi	3
PR-kampanja		substantiivi	
PR-mies		substantiivi	
PR-nainen		substantiivi	
pro	1	prepositio	99
pro	2	adjektiivi, substantiivi	(18)
proadjektiivi		substantiivi	
proadverbi		substantiivi	
proaktiivinen		adjektiivi	
probiootti		substantiivi	5*C
probleema		substantiivi	11
probleemi		substantiivi	5
problemaattinen		adjektiivi	38
problemaattisesti		adverbi	99
problemaattisuus		substantiivi	40
problematiikka		substantiivi	9*A
problematisoida		verbi	62
problematisoitua		verbi	52*F
produktiivinen		adjektiivi	38
produktiivistua		verbi	52
produktiivisuus		substantiivi	40
produktio		substantiivi	3
produktiviteetti		substantiivi	5*C
produsoida		verbi	62
produsointi		substantiivi	5*J
profaani		adjektiivi	5
profanoida		verbi	62
profanoitua		verbi	52*F
profeetallinen		adjektiivi	38
profeetallisesti		adverbi	99
profeetallisuus		substantiivi	40
profeetta		substantiivi	9*C
professio		substantiivi	3
professionaalinen		adjektiivi	38
professori		substantiivi	6
professuuri		substantiivi	5
profetia		substantiivi	12
profetoida		verbi	62
proffa		substantiivi	10
profiili		substantiivi	5
profiilikuva		substantiivi	
profiililista		substantiivi	
profiilipelaaja		substantiivi	
profiiliteräs		substantiivi	
profiloida		verbi	62
profilointi		substantiivi	5*J
profiloitua		verbi	52*F
profylaksi		substantiivi	5
profylaksia		substantiivi	12
profylaktinen		adjektiivi	38
profylaktisesti		adverbi	99
profylaktisuus		substantiivi	40
proge		substantiivi	8
progesteroni		substantiivi	5
progestiini		substantiivi	5
prognoosi		substantiivi	5
prognostinen		adjektiivi	38
pro gradu		substantiivi	
pro gradu ‑koe		substantiivi	
pro gradu ‑tutkielma		substantiivi	
progredioida		verbi	62
progressiivinen		adjektiivi	38
progressiivisesti		adverbi	99
progressiivisuus		substantiivi	40
progressio		substantiivi	3
projekti		substantiivi	5
projektiili		substantiivi	5
projektiivinen		adjektiivi	38
projektimenetelmä		substantiivi	
projektio		substantiivi	3
projektiokuva		substantiivi	
projektiopetus		substantiivi	
projektiopinta		substantiivi	
projektiorganisaatio		substantiivi	
projektiotaso		substantiivi	
projektipäällikkö		substantiivi	
projektiryhmä		substantiivi	
projektisihteeri		substantiivi	
projektityö		substantiivi	
projektityöskentely		substantiivi	
projektivienti		substantiivi	
projektori		substantiivi	6
projisioida		verbi	62
projisiointi		substantiivi	5*J
projisoida		verbi	62
projisointi		substantiivi	5*J
prokuraattori		substantiivi	6
prokuristi		substantiivi	5
prokuura		substantiivi	13
prokuuravaltuutus		substantiivi	
prolaktiini		substantiivi	5
prolapsi		substantiivi	5
prolatiivi		substantiivi	5
proletaari		substantiivi	5
proletaarinen		adjektiivi	38
proletaaristaa		verbi	53
proletaaristua		verbi	52
proletariaatti		substantiivi	5*C
proletarisoida		verbi	62
proletarisoitua		verbi	52*F
prologi		substantiivi	5
promemoria		substantiivi	12
promenadi		substantiivi	5
promenadikonsertti		substantiivi	
promille		substantiivi	8
promillemerkki		substantiivi	
promillemittari		substantiivi	
promilleraja		substantiivi	9
promiskuiteetti		substantiivi	5*C
promootio		substantiivi	3
promoottori		substantiivi	6
promota		verbi	74
promotoida		verbi	62
promovendi		substantiivi	5
promovoida		verbi	62
prompteri		substantiivi	6
pronaatio		substantiivi	3
pronominaali		substantiivi	5
pronominaalinen		adjektiivi	38
pronomini		substantiivi	5
pronssata		verbi	73
pronssaus		substantiivi	39
pronssi		substantiivi	5
pronssijauhe		substantiivi	
